Stereotype,Frequency,Rank,Cumulative Frequency,Cumulative Percentage
mediation,1342,1,1342,53.938906752411576
componentOf,328,2,1670,67.12218649517685
material,312,3,1982,79.66237942122186
characterization,176,4,2158,86.7363344051447
memberOf,134,5,2292,92.12218649517685
derivation,119,6,2411,96.90514469453376
subCollectionOf,19,7,2430,97.66881028938906
participation,15,8,2445,98.27170418006432
comparative,15,9,2460,98.87459807073955
externalDependence,10,10,2470,99.27652733118971
historicalDependence,5,11,2475,99.47749196141478
bringsAbout,3,12,2478,99.59807073954984
subQuantityOf,3,13,2481,99.71864951768488
manifestation,3,14,2484,99.83922829581994
instantiation,2,15,2486,99.91961414790997
triggers,2,16,2488,100.0
creation,0,17,2488,100.0
participational,0,18,2488,100.0
termination,0,19,2488,100.0
