Stereotype,Group-wise Frequency,Group-wise Rank,Cumulative Group-wise Frequency,Group-wise Cumulative Percentage
kind,126,1,126,8.542372881355933
relator,116,2,242,16.406779661016948
role,108,3,350,23.728813559322035
subkind,106,4,456,30.91525423728814
mediation,103,5,559,37.898305084745765
category,85,6,644,43.66101694915254
material,70,7,714,48.40677966101695
characterization,66,8,780,52.88135593220339
roleMixin,55,9,835,56.61016949152542
mode,53,10,888,60.20338983050847
componentOf,52,11,940,63.72881355932203
derivation,52,12,992,67.2542372881356
collective,52,13,1044,70.77966101694916
phase,51,14,1095,74.23728813559322
event,45,15,1140,77.28813559322035
quality,39,16,1179,79.93220338983052
memberOf,38,17,1217,82.50847457627118
datatype,30,18,1247,84.54237288135593
participation,24,19,1271,86.16949152542372
type,21,20,1292,87.59322033898304
externalDependence,20,21,1312,88.94915254237287
mixin,19,22,1331,90.23728813559322
situation,19,23,1350,91.52542372881356
instantiation,15,24,1365,92.54237288135593
creation,14,25,1379,93.49152542372882
historicalDependence,14,26,1393,94.44067796610169
manifestation,12,27,1405,95.25423728813558
bringsAbout,11,28,1416,96.0
quantity,9,29,1425,96.61016949152543
triggers,9,30,1434,97.22033898305085
phaseMixin,8,31,1442,97.76271186440678
enumeration,8,32,1450,98.30508474576271
subCollectionOf,7,33,1457,98.77966101694915
comparative,5,34,1462,99.11864406779661
historicalRole,4,35,1466,99.38983050847457
historicalRoleMixin,3,36,1469,99.59322033898304
abstract,2,37,1471,99.72881355932203
participational,2,38,1473,99.86440677966102
termination,2,39,1475,100.0
subQuantityOf,0,40,1475,100.0
