Stereotype,Group-wise Frequency,Group-wise Rank,Cumulative Group-wise Frequency,Group-wise Cumulative Percentage
kind,43,1,43,9.79498861047836
relator,40,2,83,18.906605922551254
role,40,3,123,28.018223234624145
mediation,39,4,162,36.90205011389522
subkind,34,5,196,44.64692482915717
material,29,6,225,51.252847380410024
collective,27,7,252,57.40318906605923
derivation,22,8,274,62.414578587699324
componentOf,20,9,294,66.97038724373576
other_r,20,10,314,71.5261958997722
phase,20,11,334,76.08200455580865
memberOf,18,12,352,80.18223234624145
category,16,13,368,83.82687927107062
roleMixin,13,14,381,86.78815489749431
none_r,13,15,394,89.749430523918
characterization,11,16,405,92.25512528473804
datatype,9,17,414,94.30523917995444
mode,8,18,422,96.12756264236903
subCollectionOf,5,19,427,97.26651480637814
mixin,3,20,430,97.9498861047836
quality,3,21,433,98.63325740318906
type,2,22,435,99.08883826879271
comparative,1,23,436,99.31662870159454
enumeration,1,24,437,99.54441913439635
abstract,1,25,438,99.77220956719817
quantity,1,26,439,100.0
historicalRoleMixin,0,27,439,100.0
event,0,28,439,100.0
historicalRole,0,29,439,100.0
none_c,0,30,439,100.0
creation,0,31,439,100.0
bringsAbout,0,32,439,100.0
phaseMixin,0,33,439,100.0
situation,0,34,439,100.0
other_c,0,35,439,100.0
instantiation,0,36,439,100.0
manifestation,0,37,439,100.0
externalDependence,0,38,439,100.0
historicalDependence,0,39,439,100.0
participation,0,40,439,100.0
subQuantityOf,0,41,439,100.0
participational,0,42,439,100.0
triggers,0,43,439,100.0
termination,0,44,439,100.0
