Stereotype,Frequency,Rank,Cumulative Frequency,Cumulative Percentage
none,2432,1,2432,29.778376392800293
mediation,2015,2,4447,54.45083874127587
material,661,3,5108,62.54438594343088
characterization,625,4,5733,70.19713481082405
componentOf,554,5,6287,76.98053140688134
other,540,6,6827,83.59250642830904
participation,264,7,7091,86.82502754989592
derivation,220,8,7311,89.51879515121833
memberOf,204,9,7515,92.01665238153545
externalDependence,123,10,7638,93.52271335863843
creation,107,11,7745,94.83286396473613
instantiation,97,12,7842,96.02057058895555
manifestation,71,13,7913,96.88992286029142
historicalDependence,58,14,7971,97.6000979551855
bringsAbout,39,15,8010,98.07762948451084
termination,39,16,8049,98.55516101383617
comparative,38,17,8087,99.02044814497367
subCollectionOf,27,18,8114,99.35104689604506
triggers,21,19,8135,99.60817925798948
participational,18,20,8153,99.8285784253704
subQuantityOf,14,21,8167,100.0
