Stereotype,Frequency,Rank,Cumulative Frequency,Cumulative Percentage
none_r,1014,1,1014,18.622589531680443
subkind,503,2,1517,27.86042240587695
kind,480,3,1997,36.67584940312213
mediation,365,4,2362,43.37924701561065
role,284,5,2646,48.595041322314046
characterization,260,6,2906,53.37006427915518
material,225,7,3131,57.50229568411387
relator,218,8,3349,61.50596877869605
category,206,9,3555,65.28925619834712
event,187,10,3742,68.72359963269055
roleMixin,171,11,3913,71.86409550045913
phase,143,12,4056,74.49035812672177
quality,131,13,4187,76.89623507805325
mode,124,14,4311,79.17355371900825
other_r,123,15,4434,81.43250688705234
componentOf,117,16,4551,83.58126721763085
participation,101,17,4652,85.43617998163452
type,66,18,4718,86.64830119375574
datatype,64,19,4782,87.8236914600551
none_c,64,20,4846,88.99908172635446
externalDependence,63,21,4909,90.15610651974288
instantiation,61,22,4970,91.27640036730946
situation,56,23,5026,92.3048668503214
derivation,52,24,5078,93.25987144168963
other_c,40,25,5118,93.99449035812673
enumeration,38,26,5156,94.69237832874197
memberOf,36,27,5192,95.35353535353536
creation,34,28,5226,95.97796143250689
collective,33,29,5259,96.5840220385675
manifestation,31,30,5290,97.15335169880625
historicalDependence,30,31,5320,97.70431588613407
historicalRole,23,32,5343,98.1267217630854
bringsAbout,23,33,5366,98.54912764003673
phaseMixin,20,34,5386,98.91643709825529
triggers,13,35,5399,99.15518824609734
comparative,13,36,5412,99.39393939393939
mixin,12,37,5424,99.61432506887053
historicalRoleMixin,9,38,5433,99.77961432506886
quantity,6,39,5439,99.88980716253444
termination,3,40,5442,99.94490358126723
participational,2,41,5444,99.98163452708907
abstract,1,42,5445,100.0
subQuantityOf,0,43,5445,100.0
subCollectionOf,0,44,5445,100.0
