Stereotype,Frequency,Rank,Cumulative Frequency,Cumulative Percentage
subkind,651,1,651,11.927445950897765
kind,643,2,1294,23.708318065225356
mediation,463,3,1757,32.191278856724075
role,400,4,2157,39.519970685232686
event,308,5,2465,45.163063393184316
characterization,306,6,2771,50.76951264199341
relator,303,7,3074,56.32099670208868
category,282,8,3356,61.487724441187254
material,274,9,3630,66.50787834371565
roleMixin,231,10,3861,70.74019787467937
mode,179,11,4040,74.01978746793696
phase,174,12,4214,77.20776841333821
componentOf,158,13,4372,80.10260168559911
quality,144,14,4516,82.74093074386222
participation,116,15,4632,84.86625137412972
derivation,78,16,4710,86.2953462806889
externalDependence,71,17,4781,87.59618908024918
datatype,71,18,4852,88.89703187980945
type,71,19,4923,90.19787467936973
situation,71,20,4994,91.49871747893002
instantiation,63,21,5057,92.65298644192012
collective,49,22,5106,93.55075119091242
enumeration,48,23,5154,94.43019421033345
memberOf,46,24,5200,95.27299377061195
historicalDependence,35,25,5235,95.91425430560645
manifestation,34,26,5269,96.53719311102968
creation,34,27,5303,97.16013191645291
bringsAbout,26,28,5329,97.63649688530597
historicalRole,23,29,5352,98.05789666544523
mixin,20,30,5372,98.42433125687064
phaseMixin,20,31,5392,98.79076584829608
quantity,16,32,5408,99.08391352143643
triggers,15,33,5423,99.3587394650055
comparative,13,34,5436,99.59692194943203
historicalRoleMixin,9,35,5445,99.76181751557347
subCollectionOf,7,36,5452,99.89006962257237
termination,3,37,5455,99.94503481128618
participational,2,38,5457,99.98167827042873
abstract,1,39,5458,100.0
subQuantityOf,0,40,5458,100.0
