Stereotype,Frequency,Rank,Cumulative Frequency,Cumulative Percentage
subkind,685,1,685,11.940038347568416
kind,678,2,1363,23.758061704723723
mediation,481,3,1844,32.14223461739586
role,413,4,2257,39.34111905176922
event,346,5,2603,45.372145720759974
characterization,325,6,2928,51.03712741851142
relator,313,7,3241,56.49294056126896
category,293,8,3534,61.60013944570333
material,276,9,3810,66.411016210563
roleMixin,234,10,4044,70.48980303294404
mode,189,11,4233,73.78420777409796
phase,177,12,4410,76.86944396025798
quality,162,13,4572,79.6932194526756
componentOf,158,14,4730,82.44727209342862
participation,146,15,4876,84.99215617918773
type,90,16,4966,86.56092034164197
derivation,78,17,5044,87.92051594910232
datatype,71,18,5115,89.15809656614955
externalDependence,71,19,5186,90.39567718319678
situation,71,20,5257,91.63325780024402
instantiation,63,21,5320,92.73139271396201
collective,49,22,5369,93.58549764685375
enumeration,48,23,5417,94.42217186682936
memberOf,46,24,5463,95.22398466097263
creation,43,25,5506,95.97350531636744
historicalDependence,35,26,5541,96.58358026843298
manifestation,34,27,5575,97.17622450758236
bringsAbout,26,28,5601,97.62942304340247
historicalRole,23,29,5624,98.03032944047412
mixin,20,30,5644,98.37894369879729
phaseMixin,20,31,5664,98.72755795712045
quantity,16,32,5680,99.00644936377898
triggers,15,33,5695,99.26791005752136
comparative,13,34,5708,99.49450932543141
participational,9,35,5717,99.65138574167683
historicalRoleMixin,9,36,5726,99.80826215792226
subCollectionOf,7,37,5733,99.93027714833536
termination,3,38,5736,99.98256928708385
abstract,1,39,5737,100.0
subQuantityOf,0,40,5737,100.0
