Stereotype,Frequency,Rank,Cumulative Frequency,Cumulative Percentage
none_r,1572,1,1572,20.937666489078318
subkind,651,2,2223,29.608417687799683
kind,643,3,2866,38.17261587639851
mediation,463,4,3329,44.33937133724028
role,400,5,3729,49.667021843367074
event,308,6,4037,53.7693127330847
characterization,306,7,4343,57.84496537027171
relator,303,8,4646,61.88066062866277
category,282,9,4928,65.63665423548215
material,274,10,5202,69.28609483217902
roleMixin,231,11,5433,72.36281299946722
other_r,206,12,5639,75.10655301012254
mode,179,13,5818,77.49067661161428
none_c,177,14,5995,79.84816196057538
phase,174,15,6169,82.16568993074056
componentOf,158,16,6327,84.27011188066062
quality,144,17,6471,86.18806606286627
participation,116,18,6587,87.73308470964305
other_c,95,19,6682,88.99840170484816
derivation,78,20,6760,90.03729355354288
externalDependence,71,21,6831,90.98295151838039
situation,71,22,6902,91.92860948321791
datatype,71,23,6973,92.8742674480554
type,71,24,7044,93.81992541289291
instantiation,63,25,7107,94.65903036760788
collective,49,26,7156,95.31166755460842
enumeration,48,27,7204,95.95098561534363
memberOf,46,28,7250,96.56366542354822
historicalDependence,35,29,7285,97.0298348428343
creation,34,30,7319,97.48268513585508
manifestation,34,31,7353,97.93553542887587
bringsAbout,26,32,7379,98.28183271177411
historicalRole,23,33,7402,98.5881726158764
phaseMixin,20,34,7422,98.85455514118274
mixin,20,35,7442,99.12093766648907
quantity,16,36,7458,99.33404368673415
triggers,15,37,7473,99.5338305807139
comparative,13,38,7486,99.70697922216303
historicalRoleMixin,9,39,7495,99.82685135855088
subCollectionOf,7,40,7502,99.92008524240809
termination,3,41,7505,99.96004262120405
participational,2,42,7507,99.98668087373468
abstract,1,43,7508,100.0
subQuantityOf,0,44,7508,100.0
