Stereotype,Frequency,Rank,Cumulative Frequency,Cumulative Percentage
mediation,463,1,463,26.548165137614678
characterization,306,2,769,44.09403669724771
material,274,3,1043,59.805045871559635
componentOf,158,4,1201,68.86467889908256
participation,116,5,1317,75.51605504587155
derivation,78,6,1395,79.98853211009175
externalDependence,71,7,1466,84.05963302752293
instantiation,63,8,1529,87.67201834862385
memberOf,46,9,1575,90.30963302752293
historicalDependence,35,10,1610,92.31651376146789
creation,34,11,1644,94.26605504587155
manifestation,34,12,1678,96.21559633027523
bringsAbout,26,13,1704,97.70642201834863
triggers,15,14,1719,98.56651376146789
comparative,13,15,1732,99.31192660550458
subCollectionOf,7,16,1739,99.71330275229357
termination,3,17,1742,99.88532110091744
participational,2,18,1744,100.0
subQuantityOf,0,19,1744,100.0
