Stereotype,Frequency,Rank,Cumulative Frequency,Cumulative Percentage
role,1758,1,1758,13.820754716981131
mediation,1737,2,3495,27.47641509433962
subkind,1594,3,5089,40.007861635220124
kind,1218,4,6307,49.583333333333336
relator,1162,5,7469,58.71855345911949
material,537,6,8006,62.94025157232704
category,526,7,8532,67.0754716981132
roleMixin,519,8,9051,71.15566037735849
characterization,455,9,9506,74.73270440251572
componentOf,445,10,9951,78.23113207547169
mode,420,11,10371,81.53301886792454
event,362,12,10733,84.37893081761007
phase,290,13,11023,86.65880503144653
type,205,14,11228,88.27044025157232
derivation,176,15,11404,89.65408805031446
memberOf,170,16,11574,90.99056603773586
quality,162,17,11736,92.26415094339623
participation,146,18,11882,93.4119496855346
collective,103,19,11985,94.22169811320755
mixin,82,20,12067,94.86635220125787
datatype,74,21,12141,95.44811320754717
situation,73,22,12214,96.02201257861635
externalDependence,73,23,12287,96.59591194968553
enumeration,63,24,12350,97.09119496855347
instantiation,63,25,12413,97.58647798742139
creation,43,26,12456,97.9245283018868
quantity,39,27,12495,98.23113207547169
historicalDependence,35,28,12530,98.5062893081761
manifestation,34,29,12564,98.77358490566037
comparative,28,30,12592,98.9937106918239
bringsAbout,26,31,12618,99.19811320754717
historicalRole,23,32,12641,99.37893081761007
phaseMixin,20,33,12661,99.53616352201257
subCollectionOf,19,34,12680,99.68553459119497
triggers,15,35,12695,99.80345911949685
historicalRoleMixin,9,36,12704,99.87421383647799
participational,9,37,12713,99.94496855345912
subQuantityOf,3,38,12716,99.96855345911949
termination,3,39,12719,99.99213836477988
abstract,1,40,12720,100.0
